,text,sentiment
1756,dang  i left my rolandos dinner leftovers at home i knew i should have put them in the shop fridge last night before we left downtown,1
1757, no worries,2
1758,so sad im going to miss seeing pennywise again this year,0
1759, haha thanks shannon  3 out of 5 boats got first,2
1760, if youre watching thisi love you i almost died but nowshe means nothing,1
1761,woke up an hour early just to study for        a test,1
1762, they open at 9 am   and i hope to be there shortly after that   no guarantees for me though,1
1763,is at work  boo  the pinups will be playing at uncommon ground wednesday night at 9 pm 1401 w devon ave chicago 60660,1
1764,has just got out the shower,1
1765,hes back meeting him in 40 mins,1
1766, even ie8 would be better,2
1767, it is pinkwind is a thing from vanessas dad and my sister made me that sn in the 4th grade,1
1768,i cant change my profile picture on facebook,1
1769, she lookd soo freaked outpoor wee thing,0
1770,omgoodness finally back from dinner with the fam bam,2
1771,was just about to try and  dl the sims 3 but realize my pc dont meet the standard requirements  i need new pc lol,1
1772,is happy  and clean squeaky clean,2
1773,dont chase me  shea fisher download it,1
1774,hmmwhilst walking through the city i received an inviataion into an suv limo via some prom fellows dont they have dates oh boys,1
1775,sickkk its been two days since summer started and it suck already,0
1776,at an 80s retro prom wishing he was here to dance with  im gonna miss his great dancing 2nite  but still having a blast  a few drinks,1
1777,why i chose iphone   httptrimkpae,1
1778,i got in a fight with ryan now hes like crying and im just dead inside sigggh,0
1779,adams morgannnn for jumbo slice,1
1780,bloodypoet whats the matter,1
1781, has a name label on his picture too i just hadnt added it in when i took this http picture,1
1782,  still need to see that movie  i am all about vampires,1
1783,have a happy friday and weekend everyone  tgif for me is nothing,2
1784, yeah ive seen that before funny   hey honey jill just sent me a  in a box,1
1785,  jt on snl tonight,1
1786,studio ghibli for this year ponyo httpbitlywhar8 as always it seems to be perfect  well be waiting till august for it,2
1787,is going to sleep tomorrow exam review,1
1788,brian cat still hasnt shown upi feel sad and sick im afraid hes been eaten by something    it doesnt look  good,0
1789,missing nate more than usual tonight,0
1790,anyone got an ffe account if so add me,1
1791, ill be one of your groovy guys any time shortie short  photofollows,1
1792,birthday tomorrow doing jack  all weekend,0
1793,how come i can never sleep past not good,0
1794,just snuck out my window now im laying on my roof looking at the stars its a nice night out tonight,2
1795,i just downloaded a ton of stunning beautiful wallpapers from   go have a look,2
1796,this one goes out to jimmy fallon and justin timberlakedoin their gibb bros show on snl   httpblipfm5z1vd,1
1797,to be really really not bored but bad i wont know the news  but thats ok brb x,1
1798,cannot relaxing because she have to practice for her graduation,1
1799,patchouli oil  incense had a surge in popularity in the 1960s  1970s mostly among devotees of the free love  hippie lifestyles,2
1800,hi  godd day eweryone im in a reel good mood to day,2
1801,whoo bgt i really must multitask and do my art work at the same time though back at college on monday,1
1802, according to mick jagger hindu ragas are more sfs sort of music,1
1803, it takes a big man to type a sad tweet like that,0
1804, better than throwing them out,1
1805, i was going to but im stuck with it as i seem to have misplaced my remote  its extra bad tonight as well ,0
1806, big thanks melody  gotta love that sunshinelots of vit d,2
1807,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink i love you kay thanks a heap  i win olivia,2
1808,hey lets follow each other wouldnt that just be awesome,2
1809, loving the shoes perez looking fine as always  ohand lady gaga what can i say outstanding,2
1810,this eveningpicking up npop and go for dinner at ta lum tum tum somtummajor avenuedecided to go homenot clubing tonite,1
1811,paper writing til my hearts content,1
1812, awww such a sweetie hope your mom has a wonderful mothers day too,2
1813, yeah dude mike is out,1
1814, its a great movie  my best is the welsh flatmate,2
1815, i got a headache because of all the hard work today still not ready with a heineken trying to finished up,0
1816,rachel is going to have lunch at baixa and has a lot of stuffs to do wanna come ,1
1817,just got to the gym but wno energy,1
1818, im sad i cant go it makes me sad,0
1819, same was going to try warm milk but im lactose intolerant  haha,1
1820,is my picture showing,1
1821,about to take my mum out for jewellery shopping and a coffee for mothers day,1
1822,so who is in for bring at hk lounge tomorrow  12 all you can drink till 5pm then kareoke i think it will be a nice sunday,2
1823, oh  i completely forgot about thirsty thursday oh my gaga this sucks,0
1824,i wanna feel my chin,1
1825, i do but is just a haul vidphoto slideshow only i only do it for fun  http,2
1826,feeling so great,2
1827,ahhhhhhhhi cant get miley to notice me,0
1828,coffee brewing on this musicmonday morning im listening to the fray heres to a good week,2
1829,i wanna be  jet in the mirage     couldnt get to hawaii either   someday much love to thewockeez and supercr3w,2
1830,just finished yet another amazing book by susan elizabeth philips  god i love her books so much which one to read next hmmm,2
1831,oc im seriously screwed  i havent studied at all ,0
1832,well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,1
1833,being new to twitter,1
1834,tired as heck i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work,0
1835,is surfin,1
1836, did you see star trek now i cant sleeptoo much action cant wind down,1
1837,i got a freakin macbook hoorayyy but i freakin deleted phootbooth,1
1838,ok over exagerrated twitter is not to bad i guess,1
1839, happy mothers day  tell ur mom thats she an awesome madre  such a great example to the archuleta familia,2
1840, good morning to you however its night time for me so i am off to bed hugs have a great day,2
1841,but i do know is that i am extremely happy with him and wouldnt change him for the world and dont want anybody else,2
1842,getting the fab portraits ready to upload today,2
1843, you have dsl welcome to 2009,2
1844,missing my mom today we made it a date every year to get our flowers together this yr i was alone felt so weird,0
1845,its too hot in my room i wanna go swimming,0
1846, weve got a pool still boxed up because i need to level a suitable patch of ground before we can set it up,1
1847, httptwitpiccom4so0u  ooo i wish i was her  hes hot,2
1848, i have a new found respect for you now that i know you know the konami code,1
1849, at work at the mo and its so sunny here today   off to see a band tonight,1
1850, ace  the exams,1
1851,its sooo hot 2day put a ton of sunblock on before jogging still think my face burnt though,0
1852, my name is jason but sunshine works too,1
1853, took my forum access away   fail,0
1854,lied last weekend when she said she wouldnt get upset just an fyi,1
1855, hahaha guess you will have to reinforce your skates haha remember who u r my friend our semigod with a gluten intolence,2
1856, yeah i want to know what that is too,1
1857,the day goes on and oni think im gonna write a song about it still thinking itã¯â¿â½s impossible for me to get a true friend  why,0
1858,omg i meant  3 youre the perfect wolverinesir  hehe,2
1859,hanging out with my babyy,1
1860, not yet too early in the am,1
1861,tron oh god whose tire,1
1862,i am the only arabic girl whos online  every one is  a sleep ,1
1863,i ate something i dont know what it is why do i keep telling things about food,1
1864,good morning iã¯â¿â½m soooo tierd,1
1865,n where can i get some,1
1866,  just wanna be there tonight,1
1867,its only 1030 and i am going to bed brain cant focus at all need a fresh new start i pray that god grants me a fresh tomorrow,1
1868, very well nothing flash  but different to chocolate 4 a change good 2 meet u yesterday  gr8 atmosphere  discussion,2
1869,i took my antibiotics and i still feel like ,0
1870,how can you guys lived in a city pariswhere u spend you entire life in the trafficjamgrrrr m not used to it anymore,1
1871,nomore adventure time,0
1872,happy bank holiday monday tweeteramas ill be spending the day doing yoga and having ocd attacks you,2
1873,lauras gone for the weekend i miss her already,0
1874,had nutella croissantmangomeloncoffee and a lovely stalk of iris for breakfast in bed courtesy of n  have the house to myself til noon,2
1875,whuuurrrrr  glands really swollen now guess the weekends a blow out,0
1876,all my spare time seems twill be spent doing homework this weekend,1
1877,lazzzzzzzzzzzzzzzy monday  bank holiday  nicole why havent u direct msged me yet ,0
1878,yummy yumcha for mothers day with mum dad arcel and eggpants  yuuuuuum  httptwitpiccom4w65x,2
1879,5 things this twitterer could do without  httpmikefrizzicomblogp192 src   i like this guy,2
1880,i wanna be at bea as well   bea09,1
1881, lol catch me if u can,1
1882,stupid wireless,0
1883, hahaah crys you blowing the fuses is a typical move,0
1884,spirit week tuesday have to be in make up by eight so i can die later school wednesday and thursday then finally sleep in on friday,0
1885,httptwitpiccom66nbd  ready for our 3d jonas brothers experience real brothers not included,1
1886,has a saw thumb from playing virtua tennis,1
1887, were off  im sorry parents coming in around 1011 gonna eat with them then househunt in richardson raaaain cheeeck,0
1888,just saw a dooope bmw 6 series parked with the top backto bad it was raining,0
1889,laundry time and lots of it,1
1890, ha ha no will be thankful i am not dragging them up a mountain today,2
1891,had a great time with mpix shootout just great  thanks mpix,2
1892,weather is lovely im headed home via supermarket planning to spend some quality time knitting tonight,2
1893,sad ending to the softball season,0
1894,women in science  technology conference in la jolla  what an interesting day  met some really great people,2
1895, well their not gonna fit her in with this big long advertisement,1
1896,musem equaled fail hall of  life was closed cause of construction,0
1897,just joined a twibe visit httptwibescomspinning to join  not a spinner myself but do know and respect spinners   need coffee,2
1898,httptwitpiccom66ymw im gonna miss these guys so much  thanks for making the 5 years at senior school amazing,2
1899,freya good night,2
1900,if this rain doesnt go away im staying in bed all week til mommy gets here,1
1901, very much enjoyed your whats in a name article,2
1902, yeahh,1
1903,4 hours till mothers day party  yeah,2
1904, arrr bummer  who do you want to win,1
1905,eating my roommates cereal sorry bro,0
1906, good news about the tooth,2
1907, yeah im behind on my classic cinema calendarmaking i havent had time to go see any anyway,0
1908,aww the little girl on britains got talent  i actually love ant n dec  oh an simon cowell ,2
1909,is done with classes for her freshman year,1
1910, it was amazing but due to time constraints could only visit the meadows and pine forest shall post images later,2
1911,  httptwittercomfriendspage20 press previous on that page,1
1912, whats wrong with drphil i shamefully loved his show when i was able to watch it,1
1913,love me love me say that you love me,2
1914,why didnt my favorite spotters last tweet go to my phone,1
1915,    eeek your coming im soo excited to see you on thursday,2
1916, thanks its so annoying,1
1917,i am tired of my phone walkman works like a charm but l need better video and wap really thanks for yesterday and for buying my album,1
1918,i have the biggest crush on pink but she doesnt know im alive,1
1919,happy mothers day everyone,2
1920,emergency radio for iphone is awesome listening to johnson county sheriffs live scanner stream,2
1921, thanks so much for the belated followfriday shout out payingitforward,2
1922,mommas day is may 10th dont forget to do something nice for your mommyyy,2
1923,  brah u not happy,0
1924, hah ima knock on wood but my pc has never crashed yetnor my laptop  but then im careful with stuff so maybe thats y,2
1925,is in history,1
1926, happy birthdayyy hope you have an awesome day didnt see you at next last night,2
1927, an oprah guest if ever i saw one  httptinyurlcomd39x4n,1
1928, haha i shaved all my facial hair off except for my moustache cause i thought it would be cool but it made me look gross,1
1929,new deleriums music video httptrimkpu3 mixed by tiesto i guess bill leeb finally forgot his musics roots,1
1930, we are at alexander just had a 3 course dinner and i am wearing someone elses red wine,1
1931,nice days like this make me miss alki,1
1932,fizz hes really not into new people  i dunno em but he said hed try,1
1933,at the  concert i hope  makes a guest appearance,1
1934, arent we though lol hes at work now and i miss him  blah wut cha up to,0
1935, i keep trying to invite  out but i think shes afraid of me,0
1936, thanks for the followfriday as you can see us south africans were on holiday on fri,2
1937,ahhh u know what really sucks i sprained my toe ouch,0
1938,july,1
1939, which denomination im at the library and everythings blocked,0
1940,emoticons by christian    httptwitpiccom66riq,1
1941, good luck at the services tomorrow i wish i could see you guys on your vacation,2
1942, hey sorry i got off last night,0
1943, yo thomas thanks for the follow  social media director at disney thats awesome id like to learn more lets do lunch,2
1944,gosh i miss singers theater  i miss learning music doing acting exercises n i especially miss being onstage,0
1945,good episode of top gear tonight,2
1946,awhile ago it freaking hot now its wet  turn off,0
1947, its not sad to tweet is to twitter not someone misspronouncing a word kto make it fit a card  i would have tweeted it,1
1948, ta babe you know me i do love your curried,2
1949, nooooo dont you dare lol  im gonna cry  i 3 your hair,1
1950,not found the thing i was looking for,1
1951, so sad i have to pay 60,0
1952, i made a vid for you proving my skills that you denied but my step dad said hed disown me if i posted it    sowey,0
1953, aww you are so helpful  we getting sweepy here sis says we can have whipped cream before bed  i save u some,2
1954,perth  ford  falcon  1997  3500   new ad received and will be posted on the hcc site soon,1
1955,doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday,0
1956,monday morning bathing  soooo relaxing if i was a lady of luxury i would start every day like this,2
1957,my msn crashes way too much  hmph,0
1958,im so angry right now  today im not doind nothing and all my classmates yes  i think i will stay with my friend mrcomputer  hope not,0
1959,at social  just saw g1 awwww,2
1960,hey thanks for the follow  ,2
1961,enjoyed star trek more please,2
1962,639 baby god its sad really  oh well lifes a partaaay xxxxxxxxxx,1
1963,i cant sleep this is so darn frustrating,0
1964, i dont want to be a complete hypocrite  i attended an rrated event while i was there  the timing was just ironic,0
1965,hey dont write yourself off yet little girl youre in the middle of the ride,1
1966, httptwitpiccom4wptj one of my prized magsbookannuals dunno if any others were published prolly should google it,1
1967,i have been awarded my first ever credit card,2
1968, tts ridiculously sweet of you,2
1969, so sorry to hear that,0
1970, hey that is pretty good sucking up  my daughter is exactly the same  glad to see i am not alone   good luck mom,2
1971, lester  guessed her  yesterday  you can think of something  no cop outs now,1
1972,starting the accounts for this year,1
1973,says happy mothers day to all the moms out there,2
1974, yay me  but what in particular,1
1975, i have to work  but ill just watch it later even though its not the same,1
1976, oh final msg  why didnt you review my boardgame bookchaseã¯â¿â½ when you were on telly we didnt even get a nice letter,0
1977,staying afterschool today  not that i have any friends on here  but if i did  id tell em to text me  lol ,2
1978,wide awake scoffed 34s of a pizza and feel like a sumo  such a weak day run tomorrow,1
1979, then ill post it,1
1980, it is my honor,2
1981,man i am being boring today not tweeting  how are you guys,0
1982, yes its the twins  so i wontt be watching,1
1983,cut my thumb with the saw in small metals   again,0
1984,is loving mortal combat right now,2
1985,had sbarro for dinner and krispy kreme for dessert mmmmm but so not very healthy,0
1986,now im depressed againugh help,0
1987,my spellingis awful on twiiter,0
1988,snowbear has finally come outcongrats che and warren,2
1989,oh no she stopped,1
1990,start of diet today  i think i have to face i will never get back down to 77kilos unless i cut a leg offã¯â¿â½,0
1991,mmm pizza for dinner yum but i burnt my mouth though ,2
1992,screw the fact you cant post long updates on twitter,0
1993, awake at 2 am   i hate sickness,0
1994, beat dont understand,1
1995,inspired to blog about something inspirational haha,2
1996,happy mothers day to everyones mothers motherstobe grandmothers great grandmothersall the women i salute you all,2
1997,hailthunder storm here the power keeps on going on then off it sucks,0
1998,at tweetup loc but dont recognize anyone  am outside in turquoise shirt please see me g4c09,1
1999, awwww yur a awesome mother keep up the good work,2
2000,pissed that my bluetooth headsets battery out lasted my cells battery gg moto q,0
2001,  please dont get me watching bb too,1
2002,ayy fml nothing is perfect,0
2003,the day started so wonderful but now our kids our crying because our kitty is missing  we just got back from posting signs around,1
2004, i love dawn chorus noisier the better miss church bells toocrazy i knowwas going for a cycle with a friendnot now,1
2005,not sure where the real state market is moving  confused either hold or go ahead with the plans,1
2006, i know how annoying that can be  but theres a german sayingpleasant anticipation is the greatest pleasureown translation,1
2007, if i have 5000 friend requests tomorrow im blaming you  nite,0
2008,namaste hooray for monday undaunted by a 3am wakeup i consider it is 9am in london and feel justified bright side to everything,2
2009,listening to busted  3am i miss them,0
2010, great idea,2
2011,i want to sleep xd  but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,2
2012,would some one plese suggest me a great thriller movie,2
2013, my dennys shut down in the winter  i have to do 50 miles to get to one now,1
2014, yes i think so unless it changed  i sent u a happy mothers day text but u never responded back,0
2015,one of my kits has just brought in a mouse  is eating it in the lobby im sure i feed them enough,1
2016,fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  its still messy,0
2017, i didddd i met them again,1
2018, it is so unfair that all the good rock shows happen only in blore and pune,2
2019, knackered been awake since 5 as couldnt sleep just started work now coffee and toast sounds awesome  chris has been busy,2
2020,i dont care about netsexor cams or the route to heaven however lobster sounds super good  im almost tempted to go get some,2
2021,nevermind beyonce doesnt have a twitter  haha,2
2022,claire lol  i will buy u some big star wars pants 4 xmas ,1
2023, dont ever turn off the part of your brain that talks  thats where fun comes from,2
2024, no he sabido nada de ti this is making me a bit sad i must say,0
2025,i missed the math trade,0
2026,down in wellington for the monet exhibition casually just bumped into wayne brady in our hotel lobby  mega exciting,2
2027,in bed with 2 girls,1
2028, me too,1
2029,queen like it,2
2030, i think your blog shouldve been on the list,1
2031,i am going to die tomorrow night   should be here,0
2032,08 hell yeah i missed u last nite  lol do u like my opinion,1
2033, nooooo  working this weekend,0
2034, pair it up with fringe on tuesday that smells like a win imo as well,1
2035,last scheduled corn dog oc shift,1
2036,finally finished exams  home not watch otalia  the pbp on bpd  no otalia today  hmm via httptwibescop,1
2037,getting ready for the day out then work till close,1
2038,justin timberlake and andy samberg do it again mother lover skit on snl was great,2
2039,i want you to text me first everyday not me,1
2040, yeahh  those two times weve stood next to each other were special times,1
2041,thought id tanned after an hour in the sun i was wrongive just burnt,0
2042, that songs on tays vid  katy perry,1
2043, i work for disneynot all its cracked up ta be,0
2044,wtf rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,0
2045, broken  i cant c it,0
2046,  httpbitlysjnax if he is saying something i dont fully understand please let me know,1
2047,not sure why i cant get tweetdeck to work on my computer want to know what all of the hype is about,1
2048, mega burguer was my lunch yesterday,1
2049,whoooooo im gettin extra hours today    afterwards im gonna see if i can get some marigolds for my mum ,1
2050,bored cold tired lethargic feeling man great holiday monday,1
2051, you might also want to include never wear a moonwolf to that,1
2052, when i go to the ticketmaster site it says no lisa williams events to be found,1
2053,hey guys y did the sun make my day gloomy,0
2054,texting my friends and being bored   gosh i hate rain,0
2055,my replacement iron ring arrived  its shiny  and a bit more jagged than the original,1
2056,shopping,1
2057, yup its working they couldnt recover anything on it though,0
2058,rearry rip youd never guess what i ate,0
2059,  well i was following you because i think your interesting  and i was right,2
2060,id love too see you were it ,2
2061,andersen thank you eric  glad u appreciate that,2
2062,18 hours to workcry i cant survive   weeelcome to my wonderland sing along,0
2063,anyone have tickets to the mtv movie awards some guy scammed me,0
2064,beyonce helps me through the day im starting to get sick,1
2065,fine ill get myself some miso soup down the street,1
2066,nothing to do this evening missing lifestory,0
2067,awesome i just ruined all my white clothes i never remember to separate,1
2068,its weird waking up in my own bed slightly comforting but i miss the group but im loving using my own pillow again,1
2069, if i skipped that could get messy   rofl,1
2070,being a computer geek is entertaining i think,2
2071,  i miss you,0
2072, thats a good sentence,2
2073, d but it is making people unhappy and i dun like unhappiness,0
2074,oh god i had to look at how to use twitter how hopeless is that,0
2075,studying for this  econ test,0
2076, no problem i think its a great thing to reflect on,2
2077, yeahi hope it turns out 20 more minutes,1
2078, i will have to see the unveiling of your new lr arrangement  is there an official event planned,1
2079,iamkiara  im so sick  i fell over last night outside coz i was putting something in the bin,0
2080, i hear you i cant think of a layout either  lol ive been trying for i dont know how long,1
2081,yay got the internet on my itouch working,1
2082, nice elise rolled out  thas wassup have fun ladies,2
2083, have a safe ride up the coast dont be going 90 even though you can  when its windy just smile cuz u know u have it better,2
2084,sleeptake twothis better work,2
2085,have to wear my glasses today cos my right eye is swollen and i dont know why,0
2086,i lafff the rain,1
2087,i love my boy  he makes me so happy and looks his sexiest in plain black boxers p,2
2088, grrrrrrrrrrrrrr ive barely read any of it,1
2089,httptinyurlcomateltl  rocksteady pt ii,1
2090, woohooo very cool see i knew u would get to see her,2
2091,the  2009 convention  httptrimmlvw  doesnt look that great this year   going to vegas then sounds much more fun,1
2092,  yes i blame you all,0
2093,and this picture of her with zack from saved by the bell  httptwitpiccom669lg,1
2094,he cant fix it   i guess ill write until i get too bored then watch tv man this is lame,0
2095,wishes happy mothers day to all moms out there,2
2096, potter are also in that category hehe 3 i love you too so much,2
2097, did you google it too or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,1
2098, super excited just bought my tix to see hey monday on 620 again  svetlana j denverco,2
2099, woop right am off to try to get 2 sleep haha its 2 hot  have a good nightt x,1
2100,guy me neither  but itã¯â¿â½s getting better,2
2101, try fireflight first female fronted metal is awesome    unbreakable album would be a good start,2
2102,hows that possible no rain forecast for pinkpop and i have no ticket,1
2103, im not sure about this tweet business  why are the simple things so difficult,0
2104, june 15 1995 chino hills ca the 1 day it rained n june in socalwe had an outside grad had 2 move it 2 the gym,1
2105,with  walking the streets of harlem home sweet home,2
2106,rod stewarts new song,1
2107, just like to clarify that i am a unable to acc review vibrators as have not testrun any not an invitaiton for freebies,0
2108,momma martini went food shopping without me,0
2109,  where i live all the small markets deliver their dayold bread to the food bank but times are really tough even for me,0
2110,good morning its friday and the start of my work week  but lakers are going to take the 4th w tonight woohoo go lakers,2
2111,really tired and have to work the whole day tomorrow the thought of it depresses me  uncoooool,0
2112, once james cameron touches something and revolutionizes it someone else comes along and  it up,0
2113, i kno im so sad evry1 is leavin its horrible im supposed to b happy for summer but i cant ima miss evry1,0
2114,nachos and the tudors i think so,1
2115, good morning dan its my bday and i plan on getting some exercise too today  love ya see you in nyc,2
2116,just found out a friend and his son fell down a 25ft shaft onto concrete today they are alive at least dont know much else,1
2117,is tired and sad,0
2118,theyre gone,0
2119,  whats all your fault,1
2120, httptwitpiccom67swx  i wish i was calling you but i cant from malta,2
2121,have hardly worked out in the last two weeks but am losing weight  fear im losing muscle  just made doc appt for injured foot,0
2122, will u say shoutout to nikki please   soulja boy tell em live live  httpustream2uhs,2
2123, i hide my berry like a slave regularly only today i was caught by massa    im def not light enough to be a juice pouring slave,1
2124,won a diamond for my compã¯â¿â½tition   yaayy tomorow its the diamond dance off  were the best   still in montrã¯â¿â½al ,2
2125,sitting here waiting to go to the gymalmost left then realized i never charged my ipod from my trip to wisconsinits dead,1
2126, fighter  christina aguilera love that song,2
2127,warmed up nicely outside  sucks being stuck inside coding,1
2128,httptwitpiccom4wu0a  sunny day at vivocity yupz just showered runs into airconditioned mall,1
2129, i know its against the law i am a rebel in small things,2
2130, thanks to tweetstats i confirmed what i long suspected twitter is keeping me up way too late  ht httptwurlnloaerf4,2
2131, babylove em homenagem ao baby d,2
2132,wont be going to the oxford internet institute sunner doctoral programme in brisbane lack of funding,0
2133,i dont saw the movie,1
2134, all ur pic its so nice  look so cuteoh,2
2135,watching a film recovering from my operation,2
2136,my day on the computer is about to end dang i hate not being allowed on the computer,0
2137,im going to kill myself tt  i wasted hundreds of download and realised i got the wrong one,0
2138,guys follow  for the rx twitterwar dd go ginoooo,1
2139,school is going to be absolutely horrible today peace out 09,0
2140, httptwitpiccom4wh5x  lucky im so jealous even though i dont like her that much,0
2141, sadface,0
2142,i get the feeling  is going to make me wait until i get home to tell me im denied vittles from bww,1
2143,hand oops i completely forgot,0
2144, no problem at least look on the floor we wont see the banana skin in our brains  i step on it once almost got killed,1
2145,dam i missed hollyoaks 2nite,0
2146, theres relisting fees when you dont complete a sale  that sucks,0
2147,   coach   imho this soft is the best to keep the chaos straight   httpbitlyyufil,2
2148, i was being childish lol cos one of them said that pic of jake in down to earth made them vomit,1
2149, err i think theyre like 15 bucks a ticket cause its 3d too too expensive,0
2150, aww stanley have you still got him they can live for like 20 years right  x,1
2151, httptwitpiccom4u5h8  leon looks supa fly on that mini couch,2
2152,carter hey brian littrell is there he doesnt really like this kinda pages rigth  kisses i loev you guys,2
2153, did you go to uga if so i liked you better before i knew ha,2
2154,is having trouble breathing through the painand now i have a  fever   ,0
2155,im feel deflated ugh no more dog,0
2156,grant  hey donna lovely to see you on twitter,2
2157,  read something happy,2
2158,good morning from rsa twitterverse please send me some happy vibes  cheerfulness today im feeling a little sad,1
2159,clonecloud actually its distant processor provisioning  like the idea httpbitlyb9v90,1
2160,well that is nice  loving the new friends organiser too,2
2161, it is a recession,1
2162, i reeeally wish i could be there  havent been n a whilewhats goin on down there lately,2
2163, can i also have a swirly flat white,1
2164,i should have posted this for the world pinhole day   i love this picture httptwitpiccom4jb4d,2
2165, oh poor you  atleast get paid for staying back or,1
2166, ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala i love that songggggg ps  i got lost in morrisons,1
2167, you look sooooo pretty love dang i wish i was in ny so i could c u do ur thang,2
2168, lmao yep,1
2169,aaaaaaaa i hate  winshit,0
2170,ugh i hate not having my car i miss you my little ford focus,0
2171,to every mom mommy and mother happy mothers day   hope you all do something special and fun today,2
2172,i have to go to work,1
2173,is soo in love with beyonces song smash into you,2
2174,did it  back in pakistan  httpbkitecom07kbp,1
2175, me too  what are you doing,1
2176,huge headachegoodnight,1
2177, that sucks,0
2178, thats what she said,1
2179,had a good time out  now i must sleep lol gym  dance rehearsals in like 5 hours,2
2180,the trip was really great but i cant belive summers here,1
2181,  halla doing ok got a cold but trying to ignore it  how about you,1
2182,tweeting from ally court for the last time its a sad sad moment,0
2183,iddon blerrrrrrrrrrgh im too hot and all sticky,0
2184,having my dinner eating bangus  its a fish,1
2185,i feel very ill i think im dehydrated,0
2186,biology final today then home to prepare for psychology,1
2187,i think steph will enjoy her first mothers day tomorrow,2
2188,just got home from school doing assignments,1
2189,over lt training today ehhh hard to tall how hard it was but now i feels good sunday race day again its raining now so lost of mud,2
2190,whos going to see reemer on wednesdayy  me and kirsty are going a im well exited ,2
2191, i miss having u as a roommate,0
2192, jersey weather  and good on you for the charity drive,2
2193, oh i didnt realize its on at 830 as well already at work or as today still in the car dont ask,1
2194,  im sure that would make mr koons very happy,2
2195,happy mothers day valk,2
2196,i know im wrong  just give me one more chance   senti  ,1
2197,would like to have a gaming system,2
2198, ive been here since 3 and im here for 8 more hours tomorrow,1
2199,rosaen i love your new bracelets im a very proud sistayou rock girly,2
2200,going home to enjoy what is left of the day  i cant believe how quickly this week flew by no time for tweets,2
2201, laze about  its the bank holiday law,1
2202,potluck for danielle taking veggie tray i will miss her,0
2203,i think my cold is getting worse not better  i cant stop coughing  it really sucks,0
2204, time to start unfollowing some people i think,1
2205, my  tix are in limboas usual  upssucks,0
2206,oooh gosh google wave is looking pretty sexy lunch times over though  back to powerpoint significantly less sexy,1
2207,off to go bq for new outdoor furniture,1
2208,sachie yna doesnt know our password yet,1
2209, my interview if picked is ny too but you probably forgot about me after blogtalk radio,0
2210,why am i having such a hard time falling asleep,0
2211,oh kasa please lose the hair do,0
2212,im just thinking bout life i need my bed my fiance is in bed first,1
2213,flat tire city,1
2214,i hate the exams  first time and last time in this school  then im out  after 10 years yaaaay ,1
2215, hope u did alright on the final,2
2216,hey socialmediatv   im new here   is this a recorded show viewable later too  thanks  social media tv live  httpustream2njv,2
2217,hello everyone im just sitting here rocking out to 9412 sam on the air the best classic rock station on twitter here,2
2218,schwarzenegger proposes closing 220 state parks   httpbitlymhkz0,1
2219,httptwitpiccom4wgp2  bambi will eat you,1
2220,is at home with a pukey boy poor little baby,0
2221, hes an amazing jockey saw that clydesdale commercial tooloved it,2
2222, let me know how it goes babe  good luck,2
2223, good morning   been here since 4am just quiet  how are you,2
2224,amazing night at the drive in,2
2225,sam can go shoot her self,0
2226,midnight icecream weather so  bored,0
2227, guns and roses baby yay  was hopin you would blipfm it,2
2228,i kinda like not having a car but there have been situations lately where i have been prevented from participating due to my carlessness,0
2229,sooo the childrens museum was closed for a fund raiser when we got there  annoying,0
2230,free for all good nite i mean its a good nite wateva,2
2231,pulled in all directions and not knowing where to go,0
2232,im a senior i should of been already,1
2233,yea someone is getting the best of me,0
2234,cleaning all day today after he runs off to do his stuff and setting my schedule for the week  i feel much better now and calmer too,2
2235,using yahoo pipes to combine feeds  doable  reliable i guess,2
2236,sometimes spam leaks in to the message board,1
2237, thats odd as its on my lap  maybe thats your cat o s,0
2238, no cuz i feel the same way,1
2239,leaving work going to crystal to search for her license picking her and bia up then heading to vegas ugh im tired already,0
2240,finally xmen origins wolverine arrived time to play the game like a mad man and then its time for the review  patrick,1
2241, love the album guys and cant wait for the official release  just curious what top 3 softsynthsdaw were used on it,2
2242, thanks for a nice blog post  should however be given some creds since he has done at least half of the work on it,2
2243,chirstina said shes gunna twitter more no more partners,1
2244, some of yr coworkers hogging the jukebox  union jacks,1
2245, i love you so much tay  youre so amazing 3 you should come to denmark we love you here,2
2246,buying pretty shiny beads and things  i feel quite girlish httpelisemlivejournalcom1473318html,1
2247,enjoying the cool breeze at the beach it helps me relax and unwind,2
2248, we shuld do  a dance like that its seriously the best thing haha see yu tomoro,2
2249,cant a stevie wonder gabe just called me sleepypants gaby,1
2250, no new orleans been here since katrina ,1
2251,i cant believe that its already friday omg what had i done,0
2252,alixs graduation party,1
2253,bioshock is as fantastic as the first time i played it now sleep then more bioshock tomorrow,2
